1.0	20191126-061250_477_live.pkl	Avengers: Endgame	The seeker likes action, comedies, and animated movies. He/she doesn't like Frozen but enjoys superhero movies, especially those in the Marvel universe, and is looking forward to the new Black Widow movie with Scarlett Johannsen.	Avengers: Endgame|The Avengers|Avengers: Infinity War|Avengers: Age of Ultron|Captain America: The Winter Soldier|Captain America: Civil War|Guardians of the Galaxy|Guardians of the Galaxy Vol. 2|Thor: Ragnarok|Thor|Doctor Strange|Ant-Man|Ant-Man and the Wasp|Captain Marvel|Black Panther|Spider-Man: Homecoming|Deadpool|Deadpool 2|Wonder Woman|Wonder Woman|Thor: The Dark World|Captain America: The First Avenger|Guardians of the Galaxy|The Amazing Spider-Man|Incredibles 2|Spider-Man: Into the Spider-Verse|Bumblebee|Ready Player One|Ready Player One|Atomic Blonde|Extraction|John Wick|John Wick: Chapter 2|Suicide Squad|Kong: Skull Island|Logan|Ghost in the Shell|G.I. Joe: Retaliation|Alita: Battle Angel|Brave|Suicide Squad|Wanted|Jumper|Knight and Day|Atomic Blonde|Tomb Raider|Mechanic: Resurrection|Hunter Killer|Charlie's Angels|Spectre	[Snow White and the Huntsman|Captain America: The Winter Soldier|The Huntsman: Winter's War|The Avengers|The Huntsman: Winter's War|Frozen II|Captain America: Civil War|Avengers: Age of Ultron|Polar|Black Panther|Iron Man 2|Frozen|Thor|Avengers: Infinity War|Wanted|Thor: Ragnarok|Deadpool|Avengers: Endgame|The Hunger Games: Mockingjay - Part 2|Guardians of the Galaxy|Star Wars: The Last Jedi|Captain Marvel|The Hunger Games: Catching Fire|Deadpool 2|Spider-Man: Homecoming|Guardians of the Galaxy|Red Sparrow|Ant-Man and the Wasp|The Hunger Games: Mockingjay - Part 1|Star Wars: The Rise of Skywalker|Fantastic Four|Incredibles 2|Searching|The Spiderwebhouse|Ghost in the Shell|Maleficent|Wonder Woman|John Wick|Guardians of the Galaxy Vol. 2|Snow Queen|Fifty Shades of Grey|Spy|John Wick: Chapter 2|Suicide Squad|Bright|Kong: Skull Island|The Mummy|Logan|Captain America: The First Avenger|The Northlander|Doctor Strange|Transformers: Age of Extinction|Bumblebee|Shooter|Jumper|The Girl in the Spider's Web|The Frozen|Come And Find Me|Captain America: The First Avenger|Avatar|Tomb Raider|The Spiderwebhouse|The Hunter's Prayer|Guardians of the Galaxy Vol. 2|The Hunt|Extraction|Brave|The Amazing Spider-Man|Elektra|Ant-Man|Maleficent: Mistress of Evil|Atomic Blonde|Wonder Woman|Spectre|Charlie's Angels|Jojo Rabbit|Spider-Man: Into the Spider-Verse|Fifty Shades Freed|S.W.A.T.: Under|Smallfoot|Rogue One: A Star Wars Story|Ready Player One|The New Mutants|Mechanic: Resurrection|Olaf's Frozen Adventure|The Nutcracker and the Four Realms|G.I. Joe: Retaliation|The Predator|Frozen|Snow Queen|Transformers: The Last Knight|Zoolander 2|Hunter Killer|Frozen Fever|Knight and Day|Dead Snow 2: Red vs. Dead|Wonder Woman|Thor: The Dark World|Alita: Battle Angel|Ready Player One]
1.0	20191126-112230_370_live.pkl	Joker	The seeker likes psychological thrillers and enjoys movies like 'The Silence of the Lambs' and 'Taxi Driver'. He/she is interested in seeing the movie 'Joker' after watching the trailer and notes that 'Taxi Driver' stars De Niro.	Joker|Taxi Driver|Silence of the Lambs|Zodiac|Usual Suspects, The|Nightcrawler|Shutter Island|Memento|American Psycho|Cape Fear|Collateral|Seven Psychopaths|Mindhunters|Hannibal|Copycat|Identity|The Machinist|Nocturnal Animals|Gone Girl|Inception|Night and the City|Killer Joe|Goodfellas|Heat|Inside Man|Lucky Number Slevin|The Dark Knight Rises|The Irishman|Taking Lives|Mr. Brooks|Criminal|L.A. Confidential|Primal Fear|Kiss the Girls|Se7en|Prisoners|The Game|Fight Club|The Bone Collector|Basic Instinct|Arlington Road|Red Dragon|Along Came a Spider|Fracture|Mystic River|The Score|Manhunter|Insomnia|8MM|The Gift	[Joker|Taxi Driver|Collateral|The Comedian|Usual Suspects, The|Batman|Stone|Zodiac|Suspect|American Psycho|Righteous Kill|Nightcrawler|Shutter Island|Search and Destroy|Memento|Taxi|Copycat|Night on Earth|Diary of a Hitman|True Confessions|The Dark Knight Rises|Cape Fear|Ronin|The Bag Man|Kiler|Chained|The Devil's Advocate|Mean Streets|Analyze This|Identity|Light Sleeper|Taxi 4|Night and the City|Salinger|Cleaner|Killer Joe|The Commuter|The Irishman|Drive Angry|Goodfellas|Never Talk to Strangers|Giallo|Dreamkiller|Taking Lives|Raging Bull|The Flyboys|Delusion|Terminal|Seven Psychopaths|Mr. Brooks|Criminal|Stretch|Guy|Drive|The Ticket|Night Train|The Millionaire Tour|Stuber|Fear and Loathing in Las Vegas|Phone Booth|Analyze That|Deceiver|Take Me Home|Night Flier|Blind Date|Taxi|Somewhere Tonight|Heat|Taxi 2|The Stalker|Inception|Batman: The Killing Joke|Replicant|Lucky Number Slevin|Nocturnal Animals|Midnight Run|Barton Fink|Gone Girl|The Judge|Awakenings|Motherless Brooklyn|Dark Ride|The Machinist|Mindhunters|The Rambler|Hellraiser: Inferno|Raising Cain|Wanted|Inside Man|I'm a Killer|Driller Killer, The|Hannibal|Runaway Jury|Seeking Justice|To Catch a Killer|Joe|Take Me|The Samaritan|Nighthawks|Nocturnal Animals]
1.0	20191126-114841_816_live.pkl	Zombieland	The seeker is looking for a good action comedy and is tired of holiday movies. He/she doesn't like superhero movies but enjoys British comedies like Red Dwarf. He/she is interested in watching Hot Fuzz, especially since it stars Simon Pegg from Shaun of the Dead. He/she also enjoyed Zombieland and Zombieland 2, with Woody Harrelson being a favorite.	Hot Fuzz|Shaun of the Dead|The World's End|Paul|Zombieland|Attack the Block|Johnny English|Johnny English Reborn|Johnny English Strikes Again|The Brothers Grimsby|Alan Partridge|Alan Partridge|Death at a Funeral|Death at a Funeral|Cockneys vs Zombies|Stag Night of the Dead|Dead Snow 2: Red vs. Dead|Scouts Guide to the Zombie Apocalypse|Zombieland: Double Tap|DeadHeads|Warm Bodies|Free Fire|Spy|MacGruber|Hot Rod|Hunt for the Wilderpeople|Seven Psychopaths|In Bruges|Swiss Army Man|Monty Python and the Holy Grail|Get Him to the Greek|Role Models|Superbad|22 Jump Street|This Means War|Get Smart|Hot Tub Time Machine|Hot Tub Time Machine 2|The Heat|Due Date|Dinner for Schmucks|Get Hard|Grown Ups|Grown Ups 2|Wild Hogs|Absolutely Anything|Shopping|Bon Cop Bad Cop 2|RocknRolla|Deadpool	[Hot Fuzz|Shaun of the Dead|Dead Heat|Lost in London|Zombieland|The World's End|Warm Bodies|Hot Pursuit|Hot Pursuit|Spy|Zombieland: Double Tap|Get Santa|Johnny English|Dinner for Schmucks|Get Him to the Greek|Grown Ups 2|Dead Snow 2: Red vs. Dead|Paul|A Merry Friggin' Christmas|Stag Night of the Dead|Bright|Big Lebowski, The|Johnny English Strikes Again|Get Hard|Nerdland|Alan Partridge|Scouts Guide to the Zombie Apocalypse|R.I.P.D.|Hector and the Search for Happiness|Death at a Funeral|Fuzz|Due Date|Seven Psychopaths|Range 15|Dead Fury|American Ultra|Stark Raving Mad|MI-5|Red|Role Models|Bong of the Dead|The Brothers Grimsby|MacGruber|Hunt for the Wilderpeople|Hot Rod|Cockneys vs Zombies|Alan Partridge|Mortdecai|Hot Tub Time Machine|The Heat|John Wick|Superbad|Johnny English Reborn|DeadHeads|Hot Tub Time Machine 2|Free Fire|Get Smart|Attack the Block|Death at a Funeral|Grown Ups|Hotel Artemis|Dead Weekend|Unfinished Business|Absolutely Anything|The ReZort|Up There|Shopping|Swiss Army Man|Monty Python and the Holy Grail|Bon Cop Bad Cop 2|A Very Murray Christmas|Rock the Kasbah|Fury|The Dead Don't Die|Hobo with a Shotgun|This Means War|Wild Hogs|Wanted|Mallrats|Cemetery Junction|Dumb and Dumber To|22 Jump Street|Dazed and Confused|Halloweed|Tracker|All Is Bright|All Is Bright|Dirty Weekend|A Good Day to Die Hard|Doghouse|Knights of Badassdom|Hell and Back|Happy Hunting|Ride Along|World War Z|Bone Tomahawk|Drive Hard|Deadpool|RocknRolla]
1.0	20191126-170006_197_live.pkl	Superbad	The seeker enjoys comedy and horror movies, particularly R-rated ones. His/her favorite actors include Seth Rogan and Seth MacFarlane. He/she recently watched and enjoyed the movie 'Ted'. He/she is potentially interested in the movie 'Superbad' and inquired about its rating and if it contains nudity, indicating a preference for content without explicit nudity.	Ted|Ted 2|Superbad|This Is the End|Neighbors|Neighbors 2: Sorority Rising|Knocked Up|Sausage Party|Zombieland|Funny People|Paul|Pineapple Express|A Million Ways to Die in the West|This Is 40|Get Him to the Greek|Observe and Report|Zack and Miri Make a Porno|Horrible Bosses|Horrible Bosses 2|The Interview|Long Shot|50/50|The Night Before|Blockers|Good Boys|Deadpool|Deadpool 2|American Ultra|Year One|Our Idiot Brother|Popstar: Never Stop Never Stopping|A Good Old Fashioned Orgy|Spy|Trainwreck|The Babysitter|Get Hard|There's Something About Mary|The Wedding Ringer|Happy Death Day|Happy Death Day 2U|Shaun of the Dead|Warm Bodies|God Bless America|Super|Grown Ups|Role Models|Sex Drive|Hot Rod|Good Luck Chuck|I Love You, Man.	[Superbad|Ted 2|Ted|Neighbors|Knocked Up|Role Models|Extreme Movie|Zombieland|Dirty Grandpa|Sex Drive|Funny People|Nerdland|Mardi Gras: Spring Break|Neighbors 2: Sorority Rising|Observe and Report|This Is 40|Good Dick|Sausage Party|Hot Rod|Very Bad Things|Baghead|Mallrats|Grown Ups 2|Behaving Badly|Comic-Con Episode IV: A Fan's Hope|Bad Johnson|Sex Tape|Mike Birbiglia: Thank God for Jokes|Good Boys|Deadpool|Super Buddies|Bad Biology|American Ultra|Slow Learners|Naked|Fast Times at Ridgemont High|Group Sex|Dinner for Schmucks|Thanks for Sharing|Movie 43|American Virgin|Sex Ed|Jackass 3.5|This Is the End|Pervert!|Shaun of the Dead|Happy Death Day 2U|Mid90s|Entertainment|Zeroville|Gravy|Jennifer's Body|Slackers|Happy Birthday|Super|Grown Ups|The D Train|Year One|Our Idiot Brother|Uncle Kent|Zack and Miri Make a Porno|Everybody Wants Some!!|Ghostbusters|Popstar: Never Stop Never Stopping|Megamind|Identity Thief|Full Frontal|Nobody|A Million Ways to Die in the West|Horrible Bosses|Paul|A Good Old Fashioned Orgy|Spy|Spring Breakers|Trainwreck|The Babysitter|The Hungover Games|Nowhere|Get Hard|There's Something About Mary|Pitching Tents|Horrible Bosses 2|Everybody Wants Some!!|The Wedding Ringer|Antibirth|Scary Movie 4|Deadpool 2|Pee-wee's Big Holiday|Happy Death Day|Warm Bodies|Tommy Boy|Sleep with Me|Zerophilia|God Bless America|Pecker|The Sitter|Scary Movie|Freddy Got Fingered|Flower|I Love You, Man]
1.0	20191126-170349_558_live.pkl	Black Panther	The seeker likes sci-fi, action, and superhero movies. He/she has seen the Avengers but is interested in learning more about Black Panther and Hulk. He/she also enjoys cartoon movies and likes the character Forky from Toy Story 4, and considers the first two Toy Story movies to be better than Toy Story 4.	Black Panther|Hulk|Toy Story|Toy Story 2|Toy Story 4|Avengers: Age of Ultron|Avengers: Infinity War|Avengers: Endgame|Guardians of the Galaxy|Guardians of the Galaxy Vol. 2|Spider-Man: Homecoming|Spider-Man: Into the Spider-Verse|Spider-Man 2|The Avengers|Thor: Ragnarok|Thor|Captain America: The Winter Soldier|Captain America: Civil War|Ant-Man and the Wasp|Ant-Man|Doctor Strange|Deadpool|Deadpool 2|Iron Man 3|Iron Man 2|Captain America: The First Avenger|Star Wars: Episode IV - A New Hope|Star Wars: Episode V - The Empire Strikes Back|Star Wars: The Last Jedi|Star Wars: The Rise of Skywalker|Big Hero 6|Incredibles 2|Up|Ready Player One|Blade Runner 2049|Blade Runner|Transformers|Transformers: Age of Extinction|Transformers: The Last Knight|Transformers: Dark of the Moon|Transformers: Revenge of the Fallen|Avatar|Planet Hulk|Hulk Vs.|Doctor Strange|The Amazing Spider-Man|The Amazing Spider-Man 2|Captain Marvel|Megamind|Kung Fu Panda 3|Rise of the Guardians	[Toy Story 4|Black Panther|Avengers: Age of Ultron|Avengers: Infinity War|Toy Story|Guardians of the Galaxy|Toy Story 3|The Avengers|Fantastic Four|Avengers: Endgame|Guardians of the Galaxy|Iron Man 2|Thor|Deadpool|Guardians of the Galaxy Vol. 2|Transformers: Age of Extinction|The Spiderwebhouse|Guardians of the Galaxy Vol. 2|Captain America: The Winter Soldier|Man|The Predator|Big Hero 6|Thor: Ragnarok|Spider-Man: Homecoming|Up|Incredibles 2|Captain America: The First Avenger|Fantastic Four|Captain America: Civil War|Kong: Skull Island|Ant-Man and the Wasp|Blade Runner 2049|Captain America: The First Avenger|Iron Man 3|Toy Story 2|The Spiderwebhouse|Deadpool 2|Star Trek Beyond|Blade Runner|Ant-Man|Hulk|Transformers: The Last Knight|Mystery Men|Transformers|Spider-Man: Into the Spider-Verse|Star Wars: Episode IV - A New Hope|Avatar|Spider-Man 2|Star Wars: The Last Jedi|Doctor Strange|The Amazing Spider-Man|Power Rangers|Doctor Strange|Spark: A Space Tail|Steel|Smallfoot|Lazer Team|Hulk Vs.|Wanted|Epic|Sparks|Shaft|Planet Hulk|Hancock|Ready Player One|Transformers: Dark of the Moon|Star Wars: The Rise of Skywalker|Spider-Man|Indiana Jones and the Temple of Doom|Planet 51|Bling|Ready Player One|Transformers: Revenge of the Fallen|The Amazing Spider-Man 2|Sorry to Bother You|Kung Fu Panda 3|Almighty Thor|Shooter|Furious 7|Rise of the Guardians|Rise of the Guardians|Captain America|Back to the Future|Shazam!|Ender's Game|Star Trek Into Darkness|Fifty Shades of Black|Turbo Kid|G.I. Joe: Retaliation|X-Men: Days of Future Past|Inception|Captain Marvel|Suicide Squad|Megamind|Rogue Warrior: Robot Fighter|Heavy Metal 2000|Escape from Planet Earth|The Dark Knight Rises|Star Wars: Episode V - The Empire Strikes Back|Star Trek III: The Search for Spock]
1.0	20191126-172845_713_live.pkl	Black Hawk Down	The seeker enjoys fantasy, action/adventure, scary, and murder/mystery movies. They are looking for something that will hold their interest. They have seen The Exorcist and an older version of Charlie's Angels. They prefer thriller/mystery movies and rejected a recommendation for the movie '1922' but accepted Black Hawk Down.	Black Hawk Down|Exorcist, The|Angel Heart|Fallen|Constantine|Poltergeist|What Lies Beneath|Stir of Echoes|Red Dragon|Mindhunters|Se7en|Copycat|Hide and Seek|Basic|Needful Things|Angel Has Fallen|Usual Suspects, The|The Conjuring 2|Crimson Peak|The Nun|Lost Souls|Bless the Child|Black Sunday|Below|Flatliners|Stir of Echoes: The Homecoming|What Lies Beneath|Sometimes They Come Back... for More|Hellraiser: Hellseeker|The Alphabet Killer|Eagle Eye|Extraction|Headspace|Bringing Out the Dead|The Mummy|Heaven's Prisoners|Charlie's Angels|Charlie's Angels: Full Throttle|Angel's Dance|Sometimes They Come Back... Again|Hatchet II|Angel Has Fallen|Stay Alive|Blair Witch|Black Widow|The Chosen|Chasing the Devil|Final Destination 2|American Assassin|Hellboy|Devil	[Exorcist, The|Charlie's Angels|Black Hawk Down|Fallen|Search and Destroy|Waking the Dead|Constantine|Bad Company|Angel Heart|Wanted|Bless the Child|Black Sunday|Lost Souls|Cast A Deadly Spell|Poltergeist|Buffy the Vampire Slayer|Below|Exorcist II: The Heretic|Vampires|Angel|Guardian Angel|Black Rainbow|Black Moon Rising|Jack Reacher|Good Guys Wear Black|The Alphabet Killer|Eagle Eye|Extraction|Headspace|Flatliners|Navy Seals|Highlander|Rise: Blood Hunter|The Nun|Bringing Out the Dead|The Mummy|Heaven's Prisoners|What Lies Beneath|Charlie's Angels: Full Throttle|Angel's Dance|Stir of Echoes|Sometimes They Come Back... for More|Crimson Peak|Hatchet II|The Conjuring 2|Angel Has Fallen|Die Hard 2|Mechanic: Resurrection|Bat*21|Mindhunters|Stay Alive|Blair Witch|Black Widow|Red Dragon|Fear and Desire|Sphinx|Poltergeist|Usual Suspects, The|The Chosen|Chasing the Devil|Top Gun|Final Destination 2|American Assassin|Downtown|Sometimes They Come Back... Again|Hellraiser: Hellseeker|Assassins|Awaken|Scarecrows|Dreamscape|Demonlover|Winchester|Nomads|Warlock III: The End of Innocence|Copycat|Indiana Jones and the Last Crusade|Avenger|Demonic Toys|Hellboy|Black Angel|Devil|Fear|Platoon|Abandon|The Vatican Tapes|Replicant|Hide and Seek|Mission: Impossible|Stir of Echoes: The Homecoming|Jumper|Basic|Blade Runner|Needful Things|Angel Has Fallen|Chasers|Dark Tower|Black Samurai|Charlie's Angels|Scorpio|Red Sands]
1.0	20191126-175947_839_live.pkl	Beauty and the Beast	The seeker is a fan of Disney movies, but not the live-action remakes. They like Pixar movies but have seen them all. They are looking for an animated Disney movie with romance between humans, specifically something released before 2010. They accepted the recommendation of Beauty and the Beast.	Beauty and the Beast|Sleeping Beauty|Cinderella|Aladdin|Snow White and the Seven Dwarfs|Pocahontas|The Little Mermaid|Mulan|Robin Hood|Hunchback of Notre Dame, The|Pinocchio|Peter Pan|Alice in Wonderland|Atlantis: The Lost Empire|The Jungle Book|Hercules|Fantasia|Fun and Fancy Free|Bambi|Lady and the Tramp|Anastasia|Thumbelina|The Frog|Tangled|Maleficent|Ever After: A Cinderella Story|Romeo and Juliet|Cinderella|Ella Enchanted|Happily Ever After|Another Cinderella Story|Black Beauty|Quest for Camelot|Jack Frost|Great Expectations|Twilight|Before Sunrise|Letters to Juliet|Titanic|Penelope|Stardust|Cyrano de Bergerac|The Book of Life|Tinker Bell and the Lost Treasure|Good Will Hunting|Pinocchio|Aladdin|Pinocchio|Cinderella|Shrek|Sleeping Beauty	[Beauty and the Beast|Beauty and the Beast|Beauty and the Beast: The Enchanted Christmas|Sleeping Beauty|Enchanted|Sleeping Beauty|Cinderella|Cinderella|Tangled|Aladdin|Lady and the Tramp|Anastasia|Thumbelina|The Frog|Lady and the Tramp|Aladdin|The Hunchback of Notre Dame II|Maleficent|Ever After: A Cinderella Story|Romeo and Juliet|Snow White and the Seven Dwarfs|Pocahontas|Cinderella|Ella Enchanted|Happily N'Ever After 2|Happily Ever After|Tangled Ever After|Another Cinderella Story|Alpha and Omega|The Little Prince|Aladdin and the King of Thieves|Up|Corpse Bride|101 Dalmatians|Beastly|Descendants|Shrek 2|Cinderella|Shrek|Hotel Transylvania|Black Beauty|Tinker Bell and the Lost Treasure|Fun and Fancy Free|Quest for Camelot|Mulan|Jack Frost|Bambi|Great Expectations|Frozen|Twilight|Before Sunrise|Moana|Fantasia 2000|Brave|Alice in Wonderland|102 Dalmatians|Hunchback of Notre Dame, The|Pinocchio|Mulan II|The Little Mermaid|Frozen II|Fantasia|Once Upon a Forest|Letters to Juliet|Mulan|Robin Hood|Alice in Wonderland|Titanic|Alice in Wonderland|Walt Before Mickey|Cinderella|Atlantis: The Lost Empire|Life, Animated|Mickey's Twice Upon a Christmas|Peter Pan|Coco|Toy Story|Good Will Hunting|Finding Nemo|Penelope|Puss in Boots|Pinocchio|Aladdin|Pinocchio|The Jungle Book|Barbie in the Nutcracker|Snow Queen|Monsters University|Sleeping Beauty|Stardust|The Tale of The Princess Kaguya|The Book of Life|Finding Dory|The Lion King|Madagascar|The Girl Without Hands|Escape From Tomorrow|Hercules|Rango|Cyrano de Bergerac]
1.0	20191126-180022_338_live.pkl	Rosemary's Baby	The seeker enjoys classic horror movies made before 2001. He/she likes actors John Cazale and Laurence Olivier, and directors Stanley Kubrick, John Landis, and Brian de Palma. He/she is interested in slashers, monster movies, and ghost movies. He/she also likes actress Mia Farrow.	Rosemary's Baby|Psycho|Peeping Tom|Halloween|Dracula|Don't Look Now|Raven, The|Nightmare Alley|Frankenstein|Eraserhead|The Old Dark House|Repulsion|Messiah of Evil|Castle of Blood|Black Cat, The|House of Horrors|Son of Dracula|I vampiri|House That Dripped Blood, The|Terror in the Wax Museum|Lust for a Vampire|Dementia 13|Nightmare|Terror-Creatures from the Grave|Horror House|Monster Club, The|Eye of the Cat|Torture Garden|Dead of Night|Martin|The Hunger|Dracula: Prince of Darkness|Curse of the Headless Horseman|Creepshow 2|Night Flier|Alone in the Dark|Mystery of the Wax Museum|Psycho II|Halloween II|Don't Be Afraid of the Dark|Salem's Lot|All the Colors of the Dark|Alone in the Dark|Visiting Hours|Scanners|Phobia|Faces|Bloodlust!|Curtains|Obsession	[Obsession|Rosemary's Baby|Dracula|See No Evil|House of Horrors|Halloween II|Don't Look Now|Lured|Night Has a Thousand Eyes|Deathtrap|Phobia|Craze|Sleuth|Peeping Tom|Psycho|I vampiri|Terror in the Wax Museum|Eyes of Laura Mars|The Night Evelyn Came Out of the Grave|Lust for a Vampire|The Dark|Harold and Maude|Daddy's Gone A-Hunting|His Kind of Woman|Theatre of Death|Son of Dracula|Dracula: Prince of Darkness|Strange Behavior|Marlowe|House That Dripped Blood, The|The Hunger|Dracula|Psycho II|Stalker|Copycat|Dementia 13|Don't Be Afraid of the Dark|Intruders|Faces|Bloodlust!|Curtains|Terror-Creatures from the Grave|Horror House|The Monster Club|Nightmare Alley|Dreamkiller|Games|Halloween|Exorcist II: The Heretic|Salem's Lot|Raven, The|Sudden Fear|All the Colors of the Dark|Looker|Scream|Raising Cain|Frankenstein|Following|Murder by Death|Fear|Alone in the Dark|The Visitor|Eraserhead|Eye of the Cat|Sphinx|Cast A Deadly Spell|Lost Souls|Secret Ceremony|Torture Garden|Mardi Gras Massacre|Psycho III|The Old Dark House|Martin|The Lickerish Quartet|Needful Things|Dead of Night|Dread|Scanners|The Black Cat|Laura|Curse of the Headless Horseman|Class Reunion|Visiting Hours|Camille 2000|Horror on Snape Island|Chandler|Ghost|Creepshow 2|Nightmare|Night Flier|Foul Play|Cul-de-sac|Repulsion|Midnight in the Garden of Good and Evil|Messiah of Evil|Dark Corners|Castle of Blood|Bluebeard|Alone in the Dark|Mystery of the Wax Museum]
1.0	20191126-181302_3_live.pkl	The Irishman	The seeker watches regional movies from other countries, but used to watch English movies in the states. He/she likes action and thriller movies, and recently watched and liked 'Ford vs Ferrari'. He/she is searching for thriller movies on Netflix and Prime. He/she is also open to watching Bollywood movies and Italian movies.	The Irishman|Extraction|6 Underground|Triple Frontier|Spenser Confidential|The Guilty|Army of Thieves|Red Notice|The Gray Man|Uncut Gems|Knives Out|Jack Reacher|Mission: Impossible - Fallout|John Wick|The Equalizer|Sicario|Wind River|The Town|Warrior|Drive|Baby Driver|The Departed|Catch Me If You Can|Collateral|Rush|Gran Turismo|The Imitation Game|Special 26|Drishyam|Andhadhun|Badla|Kahaani|The Invisible Guest|Mirage|The Occupant|Contratiempo|Life Is Beautiful|Cinema Paradiso|The Best Offer|Gomorrah|Suburra|Roma|Argo|Zero Dark Thirty|Source Code|Limitless|Den of Thieves|The Italian Job|Prisoners|Taken	[{}]
1.0	20191126-182918_454_live.pkl	Joker	The seeker enjoys dramas, especially movies that are realistic and grounded in their premises, and feature characters that don't cleanly fit into any stereotype. They are interested in action and suspense, and are willing to watch The Joker based on the recommender's description of its drama, action, and suspense elements. They are also relieved to hear that The Joker does not require extensive knowledge of the DC Comics universe.	Joker|Nightcrawler|Sicario|Whiplash|Prisoners|Gone Girl|Nocturnal Animals|American Psycho|The Accountant|Looper|The Usual Suspects|Seven Psychopaths|Memento|The Gift|The Irishman|John Wick|John Wick: Chapter 2|Law Abiding Citizen|Inside Man|Following|Killer Joe|The Rover|The Equalizer|The Equalizer 2|Criminal|Criminal Activities|The Gambler|Joe|Hesher|The Judge|The River Thief|Oldboy|I'm a Killer|Desiree|Lucky Number Slevin|The King|Bad Times at the El Royale|The Hateful Eight|John Doe: Vigilante|Cleaner|Seeking Justice|Gringo|Nerve|Baby Driver|Full Metal Jacket|Brick|Mother!|The Devil's Advocate|The Nice Guys|The Nice Guys	[Joker|Batman: The Killing Joke|Batman|The Dark Knight Rises|The Flyboys|Joker Game|Suicide Squad|Batman: The Killing Joke|The Lego Batman Movie|Batman Begins|The Comedian|Usual Suspects, The|The Accountant|Batman: The Dark Knight Returns, Part 1|Deadpool|American Psycho|The Gambler|Batman: Under the Red Hood|Batman v Superman: Dawn of Justice|Inception|Seven Psychopaths|Batman: Assault on Arkham|Whiplash|Looper|Aquaman|Sicario|Dark|The Irishman|Batman Forever|Wanted|Criminal|Big Lebowski, The|Mr. Right|November Criminals|Brick|The Equalizer|Nightcrawler|The Nice Guys|Hesher|Memento|John Wick|Batman Returns|Batman Beyond: Return of the Joker|The Samaritan|Deadpool 2|The Nice Guys|The Judge|Joe|Barton Fink|Oldboy|The Nice Guys|Gone Girl|The Gift|The River Thief|Hotel Artemis|Killer Joe|Justice League|Death Note|John Wick: Chapter 2|I'm a Killer|Bright|Veteran|Gringo|Batman: Return of the Caped Crusaders|Nerve|Divergent|Baby Driver|Inside Man|Following|Man of Steel|Law Abiding Citizen|Batman: Mask of the Phantasm|The Lone Ranger|The Revenant|Star Wars: The Last Jedi|The Deal|Full Metal Jacket|Replicant|Seeking Justice|I Am Heath Ledger|The Nice Guys|Lucky Number Slevin|Mother!|Nocturnal Animals|Criminal Activities|Batman vs. Two-Face|Crimson Peak|Bad Times at the El Royale|The Hateful Eight|The Kid|John Doe: Vigilante|The Equalizer 2|The Devil's Advocate|Cleaner|Desiree|The King|Nocturnal Animals|The Bag Man|The Rover|Gemini]
