20191127-210600_875_live.pkl	Knives Out (2019)|Star Wars: The Rise of Skywalker (2019)	The seeker enjoys action, romance, and mystery movies. They are a fan of Chris Evans and Daniel Craig (especially due to his role in Bond movies). They strongly dislike movies with animal deaths, particularly dogs, and will avoid them.	Knives Out|Casino Royale|Skyfall|Spectre|Quantum of Solace|GoldenEye|For Your Eyes Only|Diamonds Are Forever|Tomorrow Never Dies|Entrapment	Wanted|Quantum of Solace|Spectre|John Wick|Death Hunt|The Hunter's Prayer|Skyfall|Jack Reacher|Kingsman: The Secret Service|Mission: Impossible II|Mission: Impossible III|Extraction|Mechanic: Resurrection|Killer Elite|Casino Royale|Fifty Shades of Grey|Entrapment|Tomorrow Never Dies|Mechanic: Resurrection|Jason Bourne|Finding Forrester|Renaissance|Killers|Hunter Killer|Die Another Day|Gone|Knight and Day|Following|The Rover|Avenger|Sparks|Crave|The Nice Guys|The Nice Guys|Indiana Jones and the Last Crusade|Once Upon a Time in Venice|I Am Number Four|Mission: Impossible|Shooter|The Avengers|Wanted: Dead or Alive|Target|Knives Out|The Huntsman: Winter's War|Headhunters|Rise: Blood Hunter|Highlander|The Hide|Kill Your Friends|Ivanhoe|Ripley's Game|GoldenEye|Impulse|Solace|Dream House|The Nice Guys|Archangel|Jumper|The Huntsman: Winter's War|The Nice Guys|Next|Urge|Desiree|Reach Me|Collide|Kingsman: The Golden Circle|Lethal Weapon|Captain America: The Winter Soldier|Doom|John Wick: Chapter 2|The Hunters|Furious 7|The Dark Knight Rises|The Hunger Games: Mockingjay - Part 2|Bad Company|Hunt to Kill|Parker|Self/less|Rush|Identity|Kill List|Taking Lives|The November Man|Boone: The Bounty Hunter|Dread|Diamond Dogs|Fatal Attraction|For Your Eyes Only|R.I.P.D.|Mr. Right|Captain America: The First Avenger|Sherlock Holmes|Jack Ryan: Shadow Recruit|Tracker|The Hunters|The Hunt|Twilight|Diamonds Are Forever|The Bourne Legacy|Avengers: Age of Ultron	0.5
20191130-130606_969_live.pkl	Terminator: Dark Fate (2019)	"The seeker enjoys futuristic sci-fi movies, as exemplified by their love for ""Back to the Future."" They are open to watching ""Terminator"" and are interested in learning more about it. They are receptive to recommendations."	Back to the Future|Back to the Future Part II|Back to the Future Part III|Terminator 2: Judgment Day|Terminator: Dark Fate|Terminator Genisys|Looper|Edge of Tomorrow|Blade Runner|Blade Runner 2049	Back to the Future|Back to the Future Part III|Terminator 2: Judgment Day|Terminator Genisys|T2 3-D: Battle Across Time|Back to the Future Part II|Back in Time|Blade Runner|Terminator: Dark Fate|Terminator 3: Rise of the Machines|THX 1138|Terminator Salvation|Future Zone|Blade Runner 2049|Time Runner|Battlefield Earth|Trancers|Trancers III|The Time Travelers|Westworld|Looper|Star Trek Beyond|Time Chasers|Tron|Total Recall|Future War|Tron: Legacy|Tomorrowland|Star Wars: Episode V - The Empire Strikes Back|Silent Running|Time After Time|Replicant|2001: A Space Odyssey|Sleeper|Future Kick|Short Circuit 2|Transcendence|Futureworld|Predator|Star Wars: Episode VI - Return of the Jedi|Eliminators|Looker|Making Mr. Right|Rogue Warrior: Robot Fighter|Terminus|Scanners|Ready Player One|Transformers: Age of Extinction|Cherry 2000|Star Trek III: The Search for Spock|Terminus|Stalker|Retroactive|Love Story 2050|Forever Young|Beyond the Time Barrier|Last Starfighter, The|Mad Max Beyond Thunderdome|Endgame|Serenity|The Future|Star Trek V: The Final Frontier|Star Wars: The Last Jedi|Ready Player One|Edge of Tomorrow|Interstellar|Dune|The Spiderwebhouse|After Last Season|Freejack|Transformers: Revenge of the Fallen|Frankenstein Unbound|Yor, the Hunter from the Future|Last Action Hero|Logan's Run|Starship Troopers|The Butterfly Effect 2|Dexter's Laboratory: Ego Trip|Mallrats|Exterminators of the Year 3000|Blast from the Past|Equalizer 2000|Alita: Battle Angel|X-Men: Days of Future Past|Hot Tub Time Machine|Guardians of the Galaxy|Star Runners|Total Recall|Time Changer|Fantastic Four|Next|Terror from the Year 5000|Jurassic Park|The Spiderwebhouse|My Future Boyfriend|Star Wars: Episode V - The Empire Strikes Back|Deadpool|Star Trek Into Darkness|Summer Time Machine Blues|The Clones	1.0
20191201-150808_843_live.pkl	A Christmas Story (1983)	The seeker generally enjoys comedies, particularly those with risque humor and off-the-wall comical circumstances. They like [movie_reference] and are open to comedy movie recommendations.	Movie 43|Dirty Grandpa|Sex Drive|A Good Old Fashioned Orgy|Hall Pass|Trainwreck|Superbad|Sisters|The To Do List|Bridesmaids	Group Sex|Movie 43|Funny People|Dinner for Schmucks|Looking for Comedy in the Muslim World|Favorite Deadly Sins|The Comedy|Sex Is Comedy|Happiness|Good Dick|Mike Birbiglia: Thank God for Jokes|Someone Marry Barry|Mallrats|Little Miss Sunshine|The Nice Guys|Fifty Shades of Black|Casual Encounters|Cougar Hunting|Chasers|Kiki, Love to Love|Finding Joy|Grumpier Old Men|Flirting With Disaster|Loser|Dirty Grandpa|Entertainment|Grown Ups|Dirty Movie|Search and Destroy|American Virgin|Extreme Movie|Austin Found|Finding Bliss|Don Jon|Mardi Gras: Spring Break|Pervert!|The Wedding Ringer|Sleeping with Other People|The Serious|Bridesmaids|Pecker|Coming Soon|Somebody Up There Likes Me|Sex Drive|The Nice Guys|The Nice Guys|The Nice Guys|Get Hard|A Good Old Fashioned Orgy|Casual Sex?|How to Be Single|Death at a Funeral|Harold and Maude|Slow Learners|How to Be a Latin Lover|Paradise|Finders Keepers|Yes Man|Hall Pass|Brother Nature|Trainwreck|Desperately Seeking Susan|Superbad|Reach Me|Sleeper|Bucky Larson: Born to Be a Star|Clueless|For Your Consideration|Happy Burnout|Happy Hunting|7 Chinese Brothers|Luster|The Comedian|Caddyshack|Role Models|The Movie Hero|Pitching Tents|Dirty Weekend|Happythankyoumoreplease|Grown Ups 2|Reality Bites|As Good as It Gets|Everybody Wants Some!!|Juno|InAPPropriate Comedy|Everybody Wants Some!!|Happy Christmas|Operator|Joe Dirt|Fraternity Vacation|Dumb and Dumber To|Take Me|Thanks for Sharing|Beata ignoranza|Visioneers|Sisters|I Am Comic|Smart People|The To Do List|Killing Gunther	0.0
20191203-173914_685_live.pkl	Ready or Not (2019)	The seeker loves thrillers and suspenseful movies. They enjoyed the movies 'Get Out' and 'Ma' and were excited to see a thriller released last August. They attempted to watch 'IT Chapter 2' but didn't finish it due to its length. The seeker is also interested in spoilers of the movie recommended.	Us|Don't Breathe|Split|10 Cloverfield Lane|Hush|The Visit|The Invitation|Searching|Bird Box|It Follows	It|Get Out|It Follows|Insidious: Chapter 2|The Conjuring 2|It Comes at Night|Us|Ma|Halloween|Mother!|Sinister 2|Slender Man|Mama|Insidious: Chapter 3|Hatchet II|The Hitcher II: I've Been Waiting|Hayride 2|Mirrors 2|Doctor Sleep|Poltergeist|Among Us|John Wick: Chapter 2|Searching|Split|I.T.|The Nun|Happy Death Day 2U|Rings|Boo 2! A Madea Halloween|Goosebumps 2: Haunted Halloween|Pet Sematary|The Hunt|Blair Witch|The Invoking 2|Sinister|10 Cloverfield Lane|The Purge: Election Year|Slender|Gone|Hidden|The Last Exorcism Part II|Insidious: The Last Key|Wish Upon|Jumanji: The Next Level|The Ritual|The Remaining|Devil|Gerald's Game|P2|They|Truth or Dare|The Intruder|Crimson Peak|The Hoarder|The Dark Tower|In Fear|Jigsaw|Sometimes They Come Back... for More|Follow|A Monster Calls|I've Been Waiting for You|Fear Itself|Now You See Me 2|Escape Room|Paranormal Activity 2|Bird Box|Blade Runner 2049|Annabelle Comes Home|The Invitation|The Bye Bye Man|Final Destination 2|The Equalizer 2|V/H/S/2|Saw|Come And Find Me|Eaters|The Guest|Friend Request|Hush|The Shack|Death Note|Don't Breathe|The Visit|Hatchet III|Oldboy|Contracted: Phase II|Deadpool 2|Within|The Watcher|The Summoning|The Maze Runner|Babysitter Wanted|The Witch|The Purge: Anarchy|Crawl|Book of Shadows: Blair Witch 2|Shaft|Satanic|Black Christmas|The Forest	0.0
20191201-133417_454_live.pkl	Crown for Christmas (2015)|The Grinch (2018)	The seeker enjoys Christmas movies, especially older classics, and is looking for feel-good, campy, and family-oriented movies. They are interested in movies about royalty and are a fan of Danica McKellar (Winnie from The Wonder Years). They are also open to watching classics.	A Royal Christmas|A Prince for Christmas|A Christmas Romance|Miracle on 34th Street|White Christmas|Annie|The Nutcracker Prince|A Christmas Wish|Christmas in Connecticut|One Magic Christmas	A Prince for Christmas|A Royal Christmas|One Magic Christmas|12 Wishes of Christmas|All I Want for Christmas|Chasing Christmas|Santa Claus: The Movie|Journey Back to Christmas|Secret Santa|A Perfect Christmas List|Scrooged|Happy Christmas|A Nanny for Christmas|The Search for Santa Paws|Christmas Land|Naughty or Nice|The Nutcracker Prince|White Christmas|Mrs. Santa Claus|Prancer|Darling Companion|Pete's Christmas|Christmas with the Kranks|Christmas Cupid|12 Dogs of Christmas: Great Puppy Rescue|Penelope|Ever After: A Cinderella Story|Four Christmases|A Christmas Wish|Little Miss Sunshine|My Christmas Love|White Reindeer|Happily N'Ever After 2|Happily Ever After|Merry Kissmas|Fred Claus|Miracle on 34th Street|Saving Christmas|12 Gifts of Christmas|Home for the Holidays|Mrs. Doubtfire|Annie|Love the Coopers|Mistletoe Over Manhattan|Holidays|Ernest Saves Christmas|Santa Who?|What Women Want|Miracle on 34th Street|A Christmas Romance|Roman Holiday|Barbie in the Nutcracker|The Christmas Dragon|St. Elmo's Fire|A Very Murray Christmas|Wonderland|Cinderella|W.E.|Christmas Angel|Snow Queen|Pleasantville|What a Girl Wants|Jingle All the Way|Death Takes a Holiday|Christmas Cottage|Snow|I'm Not Ready for Christmas|Just in Time for Christmas|Home Alone 2: Lost in New York|Wide Awake|Cheaper by the Dozen 2|Christmas in Connecticut|Surviving Christmas|Mickey's Once Upon a Christmas|St. Nick|Nanny McPhee|Santa Paws 2: The Santa Pups|Free Willy 2: The Adventure Home|Annie|Elf|A Bride for Christmas|A Christmas Story 2|The Christmas Candle|Alone for Christmas|Deck the Halls|To Grandmother's House We Go|In Search of a Midnight Kiss|Never Been Kissed|Make the Yuletide Gay|Next Stop Wonderland|Little Fockers|My One and Only|Almost Christmas|Unaccompanied Minors|Mannequin|The Nativity|Father of the Bride|16 Wishes|Sleepless in Seattle|The Great Rupert	0.0
20191128-175033_105_live.pkl	Night School (2018)	The seeker's favorite genre is comedy. He/she enjoyed 'Christmas Vacation' and both 'Grown Ups' movies and likes the group of comedians in 'Grown Ups'. He/she is willing to check out '[movie_name]' because Kevin Hart is in it.	Grown Ups 2|Grown Ups|Kevin Hart: What Now?|Kevin Hart: Let Me Explain|Night School|Ride Along|The Wedding Ringer|Central Intelligence|Four Christmases|Daddy's Home 2	Grown Ups|Get Hard|Grown Ups 2|The Wedding Ringer|Kevin Hart: What Now?|Vacation|Kevin Hart: Let Me Explain|Night School|Dirty Grandpa|About Last Night|Ride Along|Four Christmases|Mallrats|Paul Blart: Mall Cop 2|Love the Coopers|Home Alone|Christmas with the Kranks|Central Intelligence|Happy Christmas|Death at a Funeral|Daddy's Home 2|Dumb and Dumber To|Due Date|The D Train|Someone Marry Barry|Blockers|Dinner for Schmucks|The Secret Life of Pets 2|Get Santa|Masterminds|Clerks|College Road Trip|Dirty 30|Mike and Dave Need Wedding Dates|Home Alone 4|Everybody Wants Some!!|House Party 3|Up in the Air|Killing Hasselhoff|Everybody Wants Some!!|Homies|Johnson Family Vacation|Thunderstruck|Mardi Gras: Spring Break|Paul Blart: Mall Cop|Home Alone 2: Lost in New York|Fifty Shades of Black|All I Want for Christmas|The Hangover Part III|Wedding Crashers|Horrible Bosses 2|Shrink|Why Him?|Knocked Up|Saving Christmas|We're the Millers|Smart People|Unfinished Business|Old Dogs|Get Him to the Greek|Lottery Ticket|Jeff, Who Lives at Home|Fred Claus|Get Smart|Road Trip|Larry Crowne|Horrible Bosses|They Came Together|Ride Along 2|Top Five|Nesting|Destination Wedding|Austin Found|Fraternity Vacation|Jumanji: Welcome to the Jungle|I Love You, Man|Aloha|Casual Encounters|Entourage|7 Chinese Brothers|3 Geezers!|National Lampoon's Vacation|Kevin|Funny People|White Chicks|Somebody Up There Likes Me|Superbad|A Merry Friggin' Christmas|Couples Retreat|Reach Me|Swingers|Little Fockers|Elf|Father Figures|Brother Nature|A Bad Moms Christmas|Hall Pass|Entertainment|Office Christmas Party|Uncle Kent	1.0
20191130-065001_91_live.pkl	Gemini Man (2019)	The seeker likes thriller and horror movies. He/she watched IT Chapter 2 and Glass. He/she is open to thriller or horror recommendations and is interested in the movie Paycheck and [movie_name] with Will Smith.	Get Out|Us|Split|Don't Breathe|Searching|I, Robot|Looper|Blade Runner 2049|It Follows|Sinister	Glass|It Follows|Bright|Scream 2|It|P2|Suicide Squad|John Wick: Chapter 2|The Hitcher II: I've Been Waiting|I.T.|Insidious: Chapter 2|It Comes at Night|Get Out|Bleed|Saw II|Paycheck|Hatchet II|Saw|The Conjuring 2|Jigsaw|V/H/S/2|Happy Death Day 2U|Focus|Deadpool 2|Scream 3|Blood Money|I, Robot|Now You See Me 2|Split|Sinister 2|Looper|Cell|Gemini Man|Friend Request|Would You Rather|Us|House II: The Second Story|Mother!|Death Note|Pay the Ghost|Predator 2|Halloween|Jigsaw|Blade Runner 2049|Halloween II|Zombieland: Double Tap|Wish Upon|Contracted: Phase II|Hayride 2|We Go On|Gone|The Bye Bye Man|Money|Come And Find Me|Cut!|Goosebumps 2: Haunted Halloween|Sinister|Ready Player One|Brick|Bird Box|Ca$h|Look|Pet Sematary|Scream|Saw III|Kin|The Watcher|Ride Along 2|Boo 2! A Madea Halloween|Ready Player One|Poltergeist|Panic Room|Paranormal Activity 2|The Equalizer 2|Saw|Follow|Pulse|I-Lived|Hard Target 2|Hancock|Panic|Hostel: Part II|American Psycho II: All American Girl|Searching|Transcendence|American Psycho|The Accountant|After Earth|Reach Me|Fear Itself|Don't Breathe|Tell|Whiplash|Escape Room|The Nice Guys|Fear, Inc.|Die Hard 2|The Guest|They|Keanu	0.0
20191129-124438_838_live.pkl	Crawl (2019)|Pitch Black (2000)|Chronicles of Riddick (2004)|Riddick (2013)	The seeker enjoys scary movies, especially supernatural ones, but doesn't necessarily prefer gore. He/she is a big Stephen King fan, with 'The Shining' as a favorite, and also liked 'Gerald's Game'. He/she enjoyed 'Paranormal Activity' and has seen 'IT'. He/she is interested in watching 'IT2' and the '[movie_name]' movies and generally wants something more recent, but isn't strictly opposed to older movies.	Doctor Sleep|It Chapter Two|Gerald's Game|The Conjuring|The Conjuring 2|It Follows|Paranormal Activity 2|Paranormal Activity 3|Annabelle Comes Home|Pet Sematary	Sometimes They Come Back... for More|It|Gerald's Game|The Conjuring 2|Poltergeist|Book of Shadows: Blair Witch 2|The Invoking 2|Room 237|It Follows|Paranormal Activity 2|Sinister|Paranormal Activity|Slender Man|Insidious: Chapter 2|V/H/S/2|Poltergeist|The Conjuring|Sinister 2|Babysitter Wanted|The Conjuring|It Comes at Night|Goosebumps 2: Haunted Halloween|Paranormal Activity 3|The Watcher|Messengers 2: The Scarecrow|Slender|Dreamcatcher|Doctor Sleep|Saw|Sometimes They Come Back... Again|Halloween II|Paranormal Activity: The Marked Ones|Blair Witch|I Heart Monster Movies|Insidious|Among Us|Friday the 13th|Pet Sematary|Hatchet II|The Evil Within|The Midnight Man|Within|Hayride 2|Back to the Beyond|Hellraiser: Hellseeker|Salem's Lot|The Midnight Game|Goosebumps|Fear Lives Here|Paranormal Activity: The Ghost Dimension|1408|Wish Upon|American Poltergeist|Grave Encounters 2|Insidious: Chapter 3|Chasing the Devil|Paranormal Activity 4|In Fear|Altergeist|Stalker|Death on Demand|Reeker|Halloween II|Fear Itself|Annabelle Comes Home|Phantasm II|Halloween|Halloween|I've Been Waiting for You|The Legend of Bloody Mary|Odd Thomas|Final Destination 2|House II: The Second Story|Beyond the Gates|See No Evil 2|House Hunting|Pet Sematary|The Thing|Satanic|Poltergeist II: The Other Side|Invoked|The Hitcher II: I've Been Waiting|Suburban Gothic|Creepshow 2|The Revenant|They|Children of the Corn 666: Isaac's Return|Perkins' 14|Flicker|Don't Be Afraid of the Dark|Pet Sematary II|Ghostbusters II|I-Lived|Haunt|Needful Things|Spookies|Sleepwalkers|House|Dark Skies|Return to House on Haunted Hill	0.0
20191127-112048_240_live.pkl	Dark Waters (2019)	The seeker likes gangster movies, action movies, and dramas. He/she liked Die Hard, The Avengers, John Wick, Highlander, Goodfellas, Casino, and The Godfather. He/she also likes movies inspired by true stories.	Goodfellas|Casino|The Godfather|John Wick|Die Hard|Highlander|American Gangster|The Irishman|Heat|Reservoir Dogs	John Wick|Wanted|John Wick: Chapter 2|Goodfellas|Shooter|Assassins|Jack Reacher|Arsenal|Mechanic: Resurrection|Ronin|Wanted: Dead or Alive|Heat|The Nice Guys|Parker|The Wannabe|The Equalizer 2|Lethal Weapon 4|The Irishman|Hudson Hawk|The Nice Guys|Die Hard|Most Wanted|Inside Man|Furious 7|Righteous Kill|Highlander|American Gangster|Mechanic: Resurrection|Faster|Usual Suspects, The|Diary of a Hitman|Hard Target|Die Hard: With a Vengeance|Above the Law|Grosse Pointe Blank|Avenging Angelo|Rounders|Lucky Number Slevin|The Dark Knight Rises|Seeking Justice|Pain & Gain|Bad Company|Hard to Kill|A Good Day to Die Hard|Triple 9|Get Shorty|Takers|Die Hard 2|King of New York|Rockaway|12 Rounds|The Nice Guys|The Hateful Eight|Hell or High Water|Collateral|Shaft|The Magnificent Seven|Live Free or Die Hard|The Accountant|Lethal Weapon|Find Me Guilty|Galveston|Snake Eyes|Domino|Kick|Boone: The Bounty Hunter|Jason Bourne|Things to Do in Denver When You're Dead|Max Payne|Ghost Dog: The Way of the Samurai|Brooklyn's Finest|Search and Destroy|The Hit List|The Equalizer|Maverick|Reservoir Dogs|Revolver|Wanted|The Gambler|The Nice Guys|Wyatt Earp|Target|Big Lebowski, The|American Assassin|Killerman|Killers|Heatseeker|Snitch|Security|Deuces Wild|Lethal Weapon 3|Wild Card|Mission: Impossible|Mean Streets|Thief|Man on Fire|Black Mass|Once Upon a Time in Venice|Avenger|Gangster Squad	0.0
20191128-144027_574_live.pkl	Guardians of the Galaxy (2014)	The seeker enjoys action movies with comedic elements. He/she liked 'Avengers: Endgame' because of the pacing and effects, and 'Deadpool' because it combined comedy and action effectively. He/she also likes Chris Pratt and Will Smith.	Guardians of the Galaxy|Guardians of the Galaxy Vol. 2|Deadpool|Deadpool 2|Ant-Man|Ant-Man and the Wasp|Thor: Ragnarok|21 Jump Street|Bad Boys for Life|Avengers: Endgame	Deadpool|Deadpool 2|Avengers: Endgame|Guardians of the Galaxy|Guardians of the Galaxy|Suicide Squad|Guardians of the Galaxy Vol. 2|Avengers: Infinity War|Bright|Guardians of the Galaxy Vol. 2|Avengers: Age of Ultron|Ant-Man and the Wasp|Gemini Man|Ready Player One|Wanted|21 Jump Street|John Wick|Captain America: The First Avenger|Ant-Man|Thor: Ragnarok|Ready Player One|The Avengers|Star Wars: The Last Jedi|Hancock|Bad Boys for Life|Get Smart|Black Panther|G.I. Joe: Retaliation|Furious 7|Captain America: Civil War|Knight and Day|Thor|Kick-Ass|Spider-Man: Homecoming|Nerdland|Transformers: The Last Knight|Mr. Right|Focus|22 Jump Street|Looper|American Ultra|Star Wars: The Rise of Skywalker|John Wick: Chapter 2|The Nice Guys|Iron Man 2|Spies in Disguise|Aquaman|The Nice Guys|Captain America: The Winter Soldier|Operation Endgame|Megamind|Mechanic: Resurrection|Fantastic Four|Planet 51|Spy|The Equalizer 2|Army of One|The Nice Guys|MacGruber|Jurassic World: Fallen Kingdom|Inception|The Amazing Spider-Man|Super|Jason Bourne|Doctor Strange|Death Note|The Nice Guys|After Earth|Transformers: Age of Extinction|X-Men: Apocalypse|Captain Marvel|Power Rangers|War Machine|Passengers|Star Trek Beyond|Mechanic: Resurrection|The Predator|Kick|Interstellar|Jupiter Ascending|Free Fire|Ghostbusters|Jack Reacher|Scott Pilgrim vs. the World|Edge of Tomorrow|The Magnificent Seven|Swiss Army Man|Zombieland|The Dark Knight Rises|6 Underground|R.I.P.D.|Baywatch|Faster|Shazam!|Fast & Furious 6|Green Lantern|Hotel Artemis|Zoolander 2|The Fate of the Furious	1.0
